Flight_Number,Flight_Date,Origin,Destination,Route,Aircraft_Type,Aircraft_Capacity,Passengers,Load_Factor,Flight_Hours,Season,Route_Category,Demand_Level,Ticket_Revenue,Ancillary_Revenue,Total_Revenue,Fuel_Cost,Maintenance_Cost,Crew_Cost,Depreciation_Cost,Insurance_Cost,Airport_Fees,Catering_Cost,Handling_Cost,Navigation_Fees,Sales_Distribution_Cost,Passenger_Service_Cost,Overhead_Cost,Marketing_Cost,IT_Systems_Cost,Total_Cost,Profit,Profit_Margin,Month,MonthName,Quarter,Weekday,YearMonth,Week,Direct_Op_Cost,Service_Cost,Indirect_Cost,Revenue_per_Pax,Cost_per_Pax,Profit_per_Pax,ASK,RASK,CASK,Is_Profitable
EK3974,2024-05-09,DXB,HYD,DXB-HYD,Boeing 787-9,296,200,0.677,4.2,Normal,Medium Haul,Medium,144008.81,17433.44,161442.25,24872.13,9240.0,5040.0,13440.0,2520.0,2148.69,2530.09,5401.09,1953.9,28146.12,5117.46,18645.23,5410.9,1910.93,126376.55,35065.7,21.72,5,May,2,Thursday,2024-05,19,55112.130000000005,12033.77,59230.64,807.21125,631.88275,175.3285,1243.2,129.8602397039897,101.65423906048906,True
EK1541,2024-01-05,DXB,BKK,DXB-BKK,Airbus A350-900,325,273,0.8407,6.5,Peak,Long Haul,Medium,335501.07,37222.98,372724.05,40062.88,15600.0,8450.0,22750.0,4225.0,2136.89,6086.71,2885.24,2886.82,64308.81,6289.97,33515.94,22008.49,3351.15,234557.89,138166.16,37.07,1,Jan,1,Friday,2024-01,1,91087.88,13995.66,129474.36,1365.2895604395603,859.1864102564103,506.1031501831502,2112.5,176.4374201183432,111.03332071005917,True
EK2132,2024-02-23,DXB,MEL,DXB-MEL,Boeing 777-300ER,396,336,0.8489,13.5,Peak,Long Haul,Medium,373996.41,50140.68,424137.09,120892.15,47250.0,20250.0,60750.0,10800.0,3319.93,11026.37,3429.91,9047.71,67277.66,7684.98,86588.9,22129.15,3902.99,474349.75,-50212.66,-11.84,2,Feb,1,Friday,2024-02,8,259942.15,26823.92,187583.67999999996,1262.312767857143,1411.7552083333333,-149.44244047619048,5346.0,79.33727833894501,88.72984474373364,False
EK8787,2024-12-29,DXB,SIN,DXB-SIN,Boeing 777-300ER,396,376,0.95,7.5,Peak,Long Haul,High,619813.69,84438.89,704252.57,64661.65,26250.0,11250.0,33750.0,6000.0,6943.53,12253.74,4289.89,4630.38,115533.27,6132.65,52484.37,40163.12,4901.67,389244.27,315008.31,44.73,12,Dec,4,Sunday,2024-12,52,141911.65,28117.54,219215.08000000002,1873.012154255319,1035.2241223404255,837.7880585106383,2970.0,237.12207744107744,131.0586767676768,True
EK7290,2024-10-27,DXB,HYD,DXB-HYD,Airbus A350-900,325,230,0.7099,4.2,Shoulder,Medium Haul,Medium,151567.14,17805.85,169372.98,23047.05,10080.0,5460.0,14700.0,2730.0,4311.82,5900.71,2563.14,1780.53,27475.36,5050.35,17851.29,5724.42,1992.24,128666.91,40706.07,24.03,10,Oct,4,Sunday,2024-10,43,56017.05,14556.199999999999,58093.659999999996,736.4042608695653,559.421347826087,176.98291304347825,1365.0,124.08276923076924,94.26147252747253,True
EK4390,2024-06-02,DXB,KWI,DXB-KWI,Airbus A320,180,133,0.7404,2.0,Low,Short Haul,High,25364.95,3689.790000000001,29054.74,4329.99,2300.0,1560.0,3400.0,560.0,4056.61,2087.45,2858.88,830.47,4030.5,3975.13,7133.82,1713.3,1389.25,40225.41,-11170.66,-38.45,6,Jun,2,Sunday,2024-06,22,12149.99,9833.409999999998,18242.0,218.45669172932332,302.44669172932333,-83.98992481203007,360.0,80.70761111111112,111.73725,False
EK6735,2024-09-17,DXB,SYD,DXB-SYD,Boeing 787-9,296,251,0.8488,14.5,Normal,Long Haul,High,385602.72,39008.43,424611.16,83315.9,31900.0,17400.0,46400.0,8700.0,11067.19,7482.54,4220.08,7012.59,53116.33,6790.18,63694.54,20015.92,2782.62,363897.88,60713.28,14.3,9,Sep,3,Tuesday,2024-09,38,187715.9,29782.399999999998,146399.59,1691.6779282868524,1449.7923505976096,241.88557768924304,4292.0,98.93083876980428,84.78515377446412,True
EK3962,2024-05-31,DXB,HYD,DXB-HYD,Boeing 787-9,296,218,0.7375,4.2,Normal,Medium Haul,Medium,150669.66,22172.17,172841.83,23973.65,9240.0,5040.0,13440.0,2520.0,3464.34,5543.34,2542.5,3254.1,28209.09,5771.07,22426.15,7409.9,3189.68,136023.82,36818.01,21.3,5,May,2,Friday,2024-05,22,54213.65,14804.28,67005.89,792.8524311926604,623.9624770642203,168.88995412844037,1243.2,139.02978603603603,109.41426962676962,True
EK5155,2024-07-09,DXB,AMM,DXB-AMM,Airbus A350-900,325,210,0.6477,3.2,Low,Short Haul,Medium,47149.0,6547.74,53696.74,19327.12,7680.0,4160.0,11200.0,2080.0,3651.07,6747.76,4610.02,1707.44,8089.58,6068.83,17346.76,1619.52,2120.61,96408.71,-42711.97,-79.54,7,Jul,3,Tuesday,2024-07,28,44447.119999999995,16716.29,35245.299999999996,255.6987619047619,459.0890952380953,-203.39033333333333,1040.0,51.63148076923077,92.7006826923077,False
EK4259,2024-05-02,DXB,FRA,DXB-FRA,Airbus A380,517,430,0.8324,6.5,Normal,Long Haul,High,868007.08,105404.84,973411.92,70384.66,32500.0,13000.0,39000.0,6500.0,7503.93,8209.18,3897.03,2765.37,120958.19,8946.44,50616.51,55348.24,3595.98,423225.52,550186.4,56.52,5,May,2,Thursday,2024-05,18,161384.66,22375.51,239465.36000000002,2263.748651162791,984.2453953488373,1279.5032558139535,3360.5,289.66282398452614,125.94123493527749,True
EK6621,2024-09-21,DXB,BLR,DXB-BLR,Boeing 787-9,296,192,0.6493,4.5,Normal,Medium Haul,Medium,82967.93,11958.13,94926.06,23446.28,9900.0,5400.0,14400.0,2700.0,3366.13,4684.41,3974.91,2936.26,14316.42,4219.47,23240.58,3661.44,2199.75,118445.65,-23519.59,-24.78,9,Sep,3,Saturday,2024-09,38,55846.28,14961.710000000001,47637.66,494.4065625,616.9044270833333,-122.49786458333334,1332.0,71.2658108108108,88.92316066066066,False
EK8870,2024-12-29,DXB,CDG,DXB-CDG,Boeing 777-300ER,396,376,0.95,7.5,Peak,Long Haul,High,842859.45,123575.46,966434.9,63025.43,26250.0,11250.0,33750.0,6000.0,9207.74,6132.25,5441.67,4345.01,167200.89,7082.01,45176.13,38047.7,3609.88,426518.7,539916.2,55.87,12,Dec,4,Sunday,2024-12,52,140275.43,25126.67,261116.61000000004,2570.305585106383,1134.3582446808512,1435.9473404255318,2970.0,325.39895622895625,143.6089898989899,True
EK3583,2024-04-04,DXB,FRA,DXB-FRA,Boeing 787-9,296,254,0.8594,6.5,Shoulder,Long Haul,High,580372.9,81750.26,662123.16,33508.19,14300.0,7800.0,20800.0,3900.0,11051.0,4529.87,4851.51,3447.29,93102.96,6614.65,34750.8,31831.36,2810.96,273298.59,388824.57,58.72,4,Apr,2,Thursday,2024-04,14,80308.19,23879.67,169110.73,2606.784094488189,1075.9787007874017,1530.8053937007874,1924.0,344.13885654885655,142.04708419958422,True
EK3813,2024-05-17,DXB,AMM,DXB-AMM,Boeing 787-9,296,208,0.7028,3.2,Normal,Short Haul,Medium,38755.01,4521.9,43276.91,16900.04,7040.0,3840.0,10240.0,1920.0,2782.29,6097.08,5613.33,1938.92,7718.33,5904.56,13722.79,2460.86,2471.5,88649.7,-45372.78,-104.84,5,May,2,Friday,2024-05,20,39940.04,16431.62,32278.04,208.06206730769233,426.20048076923075,-218.13836538461538,947.2,45.68930532094595,93.59132179054053,False
EK7188,2024-10-25,DXB,DEL,DXB-DEL,Boeing 787-9,296,266,0.9003,3.5,Shoulder,Medium Haul,High,202601.27,29054.85,231656.12,17331.88,7700.0,4200.0,11200.0,2100.0,6714.99,6573.36,2631.71,2570.45,28121.31,4377.57,16175.52,13224.54,2977.1,125898.44,105757.68,45.65,10,Oct,4,Friday,2024-10,43,42531.880000000005,18490.51,64876.04,870.8876691729323,473.3024060150376,397.5852631578947,1036.0,223.60629343629344,121.52359073359074,True
EK7911,2024-11-27,DXB,LHR,DXB-LHR,Airbus A380,517,434,0.8403,7.0,Shoulder,Medium Haul,High,301201.01,33558.22,334759.24,91387.46,35000.0,14000.0,42000.0,7000.0,10919.19,9525.98,5376.26,4673.22,43184.61,10563.82,60271.45,17122.65,5179.72,356204.35,-21445.11,-6.41,11,Nov,4,Wednesday,2024-11,48,189387.46000000002,30494.65,136322.25,771.3346543778802,820.7473502304147,-49.41269585253456,3619.0,92.50048079579994,98.42618126554297,False
EK6491,2024-09-13,DXB,AMM,DXB-AMM,Airbus A350-900,325,236,0.7275,3.2,Normal,Short Haul,Medium,46574.69,5387.939999999995,51962.63,17968.51,7680.0,4160.0,11200.0,2080.0,2675.88,3989.92,3044.9,2100.61,6713.01,4772.51,16018.67,2745.45,2332.2,87481.65,-35519.01,-68.35,9,Sep,3,Friday,2024-09,37,43088.509999999995,11811.310000000001,32581.840000000004,220.18063559322033,370.6849576271186,-150.50427966101697,1040.0,49.964067307692304,84.11697115384615,False
EK4586,2024-06-14,DXB,LHR,DXB-LHR,Boeing 777-300ER,396,307,0.7765,7.0,Low,Medium Haul,High,123260.32,14857.59,138117.91,57439.48,24500.0,10500.0,31500.0,5600.0,10521.56,6427.05,5756.11,4872.82,24082.03,6962.5,50086.38,4718.77,3706.44,246673.15,-108555.24,-78.6,6,Jun,2,Friday,2024-06,24,129539.48000000001,27577.54,89556.12000000001,449.8954723127036,803.4956026058632,-353.6001302931596,2772.0,49.82608585858586,88.98742784992785,False
EK7850,2024-11-06,DXB,DEL,DXB-DEL,Boeing 787-9,296,249,0.8441,3.5,Shoulder,Medium Haul,High,227163.94,24588.56,251752.5,19418.6,7700.0,4200.0,11200.0,2100.0,6258.18,4514.02,2605.69,2144.79,32139.53,6590.4,16131.34,12881.93,2120.29,130004.77,121747.73,48.36,11,Nov,4,Wednesday,2024-11,45,44618.6,15522.68,69863.49,1011.0542168674699,522.1075100401606,488.94670682730924,1036.0,243.00434362934362,125.48722972972973,True
EK6219,2024-08-18,DXB,CDG,DXB-CDG,Boeing 777-300ER,396,312,0.7891,7.5,Low,Long Haul,High,646881.68,94451.66,741333.33,64597.58,26250.0,11250.0,33750.0,6000.0,6430.2,8105.89,3212.69,5305.91,116384.7,4854.01,40306.61,42548.96,4041.03,373037.59,368295.74,49.68,8,Aug,3,Sunday,2024-08,33,141847.58000000002,23054.69,208135.31,2376.0683653846154,1195.6333012820514,1180.4350641025642,2970.0,249.6071818181818,125.60188215488216,True
EK7785,2024-11-16,DXB,CAI,DXB-CAI,Airbus A350-900,325,222,0.6835,3.5,Shoulder,Short Haul,Medium,69834.83,9562.71,79397.53,19143.76,8400.0,4550.0,12250.0,2275.0,4327.08,6807.68,3736.02,2382.36,11713.98,5731.25,19585.86,2912.45,2889.76,106705.2,-27307.67,-34.39,11,Nov,4,Saturday,2024-11,46,46618.759999999995,17253.14,42833.299999999996,357.64653153153154,480.65405405405403,-123.00752252252252,1137.5,69.80002637362637,93.80676923076923,False
EK3630,2024-04-16,DXB,ORD,DXB-ORD,Boeing 777-300ER,396,294,0.7445,14.5,Shoulder,Long Haul,Medium,413087.08,41319.68,454406.76,128325.87,50750.0,21750.0,65250.0,11600.0,4816.59,4793.84,3203.02,7302.48,72506.37,6388.31,101348.23,25436.17,3479.67,506950.54,-52543.78,-11.56,4,Apr,2,Tuesday,2024-04,16,277675.87,20115.93,209158.74999999997,1545.6012244897959,1724.3215646258502,-178.72034013605443,5742.0,79.13736677115988,88.2881469871125,False
EK7386,2024-10-16,DXB,JFK,DXB-JFK,Boeing 787-9,296,270,0.9144,14.0,Shoulder,Long Haul,High,605007.04,61295.41,666302.45,77232.67,30800.0,16800.0,44800.0,8400.0,8053.27,9405.06,5354.71,8368.78,110819.89,7768.12,65078.72,34318.19,2398.62,429598.02,236704.43,35.53,10,Oct,4,Wednesday,2024-10,42,178032.66999999998,31181.82,220383.53999999998,2467.7868518518517,1591.1037777777779,876.683074074074,4144.0,160.78727075289575,103.66747586872587,True
EK6968,2024-09-10,DXB,ORD,DXB-ORD,Boeing 777-300ER,396,302,0.7649,14.5,Normal,Long Haul,Medium,507118.02,53365.24,560483.27,129568.86,50750.0,21750.0,65250.0,11600.0,3637.85,9061.71,3038.61,10195.27,68568.06,7025.9,98207.51,26457.26,3653.31,508764.34,51718.92,9.23,9,Sep,3,Tuesday,2024-09,37,278918.86,25933.440000000002,203912.03999999998,1855.904867549669,1684.6501324503313,171.25470198675495,5742.0,97.61115813305469,88.60402995471962,True
EK2080,2024-02-16,DXB,JFK,DXB-JFK,Boeing 777-300ER,396,376,0.95,14.0,Peak,Long Haul,High,873799.24,88854.71,962653.96,113865.01,49000.0,21000.0,63000.0,11200.0,11614.7,5123.56,3202.08,7399.82,116482.05,8553.55,85484.19,54904.01,5228.4,556057.37,406596.58,42.24,2,Feb,1,Friday,2024-02,7,258065.01,27340.160000000003,270652.2,2560.2498936170214,1478.8759840425532,1081.3738829787235,5544.0,173.63888167388166,100.29894841269841,True
EK5283,2024-07-02,DXB,BLR,DXB-BLR,Boeing 787-9,296,196,0.6644,4.5,Low,Medium Haul,Medium,123327.41,15293.3,138620.71,23094.11,9900.0,5400.0,14400.0,2700.0,3224.81,3150.07,3266.8,3539.86,21052.41,3287.79,22052.65,7133.95,2348.96,124551.41,14069.3,10.15,7,Jul,3,Tuesday,2024-07,27,55494.11,13181.54,55875.76,707.2485204081632,635.4663775510204,71.78214285714286,1332.0,104.0696021021021,93.50706456456457,True
EK3085,2024-04-20,DXB,BAH,DXB-BAH,Airbus A320,180,166,0.9258,1.3,Shoulder,Short Haul,High,50322.03,6901.39,57223.41,3209.13,1495.0,1014.0,2210.0,364.0,2175.96,3908.65,5051.11,521.14,10007.89,2542.93,5271.96,2360.98,1732.44,41865.19,15358.22,26.84,4,Apr,2,Saturday,2024-04,16,8292.130000000001,11656.86,21916.199999999997,344.7193373493976,252.19993975903617,92.51939759036144,234.0,244.5444871794872,178.91106837606839,True
EK3452,2024-04-06,DXB,SIN,DXB-SIN,Airbus A380,517,446,0.8631,7.5,Shoulder,Long Haul,High,836367.17,84509.68,920876.86,84371.12,37500.0,15000.0,45000.0,7500.0,5541.06,13663.56,2241.8800000000047,3419.43,123120.1,7022.49,59384.23,30217.17,4419.0,438400.04,482476.81,52.39,4,Apr,2,Saturday,2024-04,14,189371.12,24865.930000000004,224162.99,2064.7463228699553,982.959730941704,1081.7865695067264,3877.5,237.49242037395229,113.06255061250805,True
EK5966,2024-08-07,DXB,HYD,DXB-HYD,Boeing 787-9,296,187,0.6339,4.2,Low,Medium Haul,Medium,135605.15,15602.93,151208.08,24651.52,9240.0,5040.0,13440.0,2520.0,2324.03,4968.89,5580.51,3027.56,23425.68,3045.93,17626.36,5760.6,1613.78,122264.86,28943.22,19.14,8,Aug,3,Wednesday,2024-08,32,54891.520000000004,15900.99,51472.35,808.59935828877,653.8227807486631,154.77657754010696,1243.2,121.62812097812096,98.3468951093951,True
EK3023,2024-04-14,DXB,MCT,DXB-MCT,Airbus A320,180,158,0.8826,1.2,Shoulder,Short Haul,High,44034.04,5641.24,49675.28,2835.02,1380.0,936.0,2040.0,336.0,3363.25,4113.22,4290.22,824.94,6124.46,3467.84,5084.41,2193.93,1564.07,38553.36,11121.92,22.39,4,Apr,2,Sunday,2024-04,15,7527.02,12591.630000000001,18434.71,314.4005063291139,244.0086075949367,70.39189873417722,216.0,229.97814814814814,178.48777777777778,True
EK6269,2024-08-18,DXB,LAX,DXB-LAX,Boeing 777-300ER,396,240,0.6083,16.0,Low,Long Haul,Medium,202245.08,26851.67,229096.75,139904.37,56000.0,24000.0,72000.0,12800.0,4783.14,5431.41,4034.58,12318.98,35919.37,6711.98,90443.57,12367.98,3296.21,480011.6,-250914.85,-109.52,8,Aug,3,Sunday,2024-08,33,304704.37,26568.11,148739.11000000002,954.5697916666667,2000.0483333333332,-1045.4785416666666,6336.0,36.1579466540404,75.75940656565656,False
EK7128,2024-10-14,DXB,CAI,DXB-CAI,Boeing 787-9,296,201,0.6813,3.5,Shoulder,Short Haul,Medium,34120.08,4991.45,39111.53,19189.6,7700.0,4200.0,11200.0,2100.0,4964.47,2431.33,3477.82,1491.79,5576.45,5584.89,19103.56,1525.58,2634.89,91180.38,-52068.85,-133.13,10,Oct,4,Monday,2024-10,42,44389.6,12365.41,34425.37,194.5847263681592,453.6337313432836,-259.0490049751244,1036.0,37.75244208494208,88.01194980694981,False
EK1226,2024-01-03,DXB,DEL,DXB-DEL,Boeing 777-300ER,396,371,0.9384,3.5,Peak,Medium Haul,High,293852.81,30549.08,324401.9,30495.67,12250.0,5250.0,15750.0,2800.0,6066.44,11278.05,4452.86,2144.72,52434.85,7077.93,27814.42,12348.25,3456.24,193619.44,130782.45,40.31,1,Jan,1,Wednesday,2024-01,1,66545.67,23942.07,103131.69,874.3986522911052,521.8852830188679,352.5133423180593,1386.0,234.05620490620493,139.69656565656567,True
EK2013,2024-02-27,DXB,KHI,DXB-KHI,Airbus A320,180,128,0.7167,2.5,Peak,Medium Haul,Medium,106050.95,13758.38,119809.33,6060.91,2875.0,1950.0,4250.0,700.0,3776.68,3315.33,5831.87,1013.21,14953.51,3470.57,7283.22,4664.71,1863.36,62008.36,57800.97,48.24,2,Feb,1,Tuesday,2024-02,9,15835.91,13937.09,32235.370000000003,936.010390625,484.4403125,451.570078125,450.0,266.24295555555557,137.79635555555555,True
EK2929,2024-03-12,DXB,FRA,DXB-FRA,Boeing 777-300ER,396,328,0.8293,6.5,Shoulder,Long Haul,High,730625.32,90427.9900000001,821053.31,57361.63,22750.0,9750.0,29250.0,5200.0,6726.46,9925.56,3180.41,4582.27,121439.23,8553.28,36701.98,39502.27,4086.18,359009.26,462044.05,56.27,3,Mar,1,Tuesday,2024-03,11,124311.63,24414.7,210282.93999999997,2503.21131097561,1094.5404268292684,1408.6708841463415,2574.0,318.97952991452996,139.475236985237,True
EK6628,2024-09-12,DXB,HYD,DXB-HYD,Boeing 787-9,296,198,0.6709,4.2,Normal,Medium Haul,Medium,130594.88,15478.27,146073.15,22040.55,9240.0,5040.0,13440.0,2520.0,2960.73,3918.2,4928.45,2655.13,22205.7,5347.41,18928.71,6611.5,2403.92,122240.3,23832.84,16.32,9,Sep,3,Thursday,2024-09,37,52280.55,14462.510000000002,55497.24,737.7431818181818,617.3752525252526,120.3678787878788,1243.2,117.49770752895752,98.32713963963964,True
EK2404,2024-03-18,DXB,KWI,DXB-KWI,Airbus A320,180,167,0.9291,2.0,Shoulder,Short Haul,High,48398.59,5892.54,54291.14,4428.45,2300.0,1560.0,3400.0,560.0,4915.98,2450.12,3236.44,819.45,9678.24,3058.07,6686.4,2781.12,1364.67,47238.93,7052.21,12.99,3,Mar,1,Monday,2024-03,12,12248.45,11421.99,23568.5,325.0966467065868,282.86784431137727,42.228802395209584,360.0,150.80872222222223,131.21925,True
EK3179,2024-04-06,DXB,BOM,DXB-BOM,Boeing 777-300ER,396,340,0.8596,3.2,Shoulder,Medium Haul,High,273497.81,36315.68,309813.49,27891.47,11200.0,4800.0,14400.0,2560.0,4204.46,9990.04,2762.53,1360.03,45622.58,5413.21,26133.57,16391.55,4079.23,176808.67,133004.82,42.93,4,Apr,2,Saturday,2024-04,14,60851.47,18317.059999999998,97640.14,911.2161470588235,520.0255000000001,391.1906470588236,1267.2,244.48665561868685,139.52704387626264,True
EK1697,2024-02-23,DXB,MCT,DXB-MCT,Boeing 737-800,189,174,0.9228,1.2,Peak,Short Haul,High,55785.97,6156.35,61942.31,2888.53,1440.0,960.0,2160.0,360.0,3215.31,3083.550000000003,3162.72,491.65,8291.21,4177.14,5128.73,3596.24,1689.28,40644.36,21297.95,34.38,2,Feb,1,Friday,2024-02,8,7808.530000000001,9953.230000000001,22882.6,355.9902873563218,233.58827586206897,122.40201149425287,226.79999999999998,273.114241622575,179.20793650793652,True
EK2124,2024-02-26,DXB,MEL,DXB-MEL,Airbus A350-900,325,265,0.8158,13.5,Peak,Long Haul,Medium,421448.15,46565.53,468013.68,86658.77,32400.0,17550.0,47250.0,8775.0,3330.36,7445.24,3535.8,8868.1,61266.55,6321.66,65336.79,23607.3,2809.19,375154.76,92858.93,19.84,2,Feb,1,Monday,2024-02,9,192633.77000000002,23179.5,159341.49,1766.089358490566,1415.6783396226415,350.41105660377355,4387.5,106.66978461538461,85.50535840455841,True
EK4895,2024-06-04,DXB,CDG,DXB-CDG,Airbus A380,517,411,0.7956,7.5,Low,Long Haul,High,680127.82,88404.09,768531.91,81899.65,37500.0,15000.0,45000.0,7500.0,6320.85,9321.9,2939.1,5784.1,118865.14,11933.4,64083.07,27150.31,4802.66,438100.19,330431.72,43.0,6,Jun,2,Tuesday,2024-06,23,186899.65,24365.949999999997,226834.58,1869.9073236009733,1065.937201946472,803.9701216545011,3877.5,198.20294261766603,112.98521985815603,True
EK2778,2024-03-22,DXB,MEL,DXB-MEL,Airbus A350-900,325,230,0.7103,13.5,Shoulder,Long Haul,Medium,254509.48,29569.08,284078.56,75775.29,32400.0,17550.0,47250.0,8775.0,3035.93,6185.79,4870.23,6077.71,46218.97,5749.91,52901.27,13308.07,2483.38,322581.55,-38502.98,-13.55,3,Mar,1,Friday,2024-03,12,181750.28999999998,20169.66,120661.6,1235.1241739130435,1402.5284782608694,-167.40426086956523,4387.5,64.74725014245014,73.5228603988604,False
EK6090,2024-08-07,DXB,SYD,DXB-SYD,Airbus A380,517,379,0.7338,14.5,Low,Long Haul,High,484602.84,56549.12,541151.96,188332.21,72500.0,29000.0,87000.0,14500.0,9250.91,12344.29,2405.27,8016.62,92899.0,7371.8,120314.54,20544.69,4920.27,669399.6,-128247.64,-23.7,8,Aug,3,Wednesday,2024-08,32,391332.20999999996,32017.09,246050.3,1427.8415831134564,1766.2258575197889,-338.38427440633245,7496.5,72.18728206496364,89.29495097712265,False
EK3634,2024-04-10,DXB,ORD,DXB-ORD,Boeing 777-300ER,396,306,0.7734,14.5,Shoulder,Long Haul,Medium,574627.95,82047.64,656675.59,122455.88,50750.0,21750.0,65250.0,11600.0,3925.51,3760.32,3924.68,6085.49,99847.0,6842.4,93158.15,27182.22,3150.07,519681.74,136993.85,20.86,4,Apr,2,Wednesday,2024-04,15,271805.88,17696.0,230179.84,2145.9986601307187,1698.306339869281,447.69232026143794,5742.0,114.36356495994427,90.50535353535354,True
EK4489,2024-06-19,DXB,AMM,DXB-AMM,Airbus A350-900,325,233,0.7192,3.2,Low,Short Haul,Medium,36748.83,4787.57,41536.39,18307.47,7680.0,4160.0,11200.0,2080.0,3919.29,4932.39,4174.25,1481.53,5868.94,3968.61,17862.14,2283.0,3156.44,91074.07,-49537.68,-119.26,6,Jun,2,Wednesday,2024-06,25,43427.47,14507.460000000001,33139.13,178.26776824034334,390.8758369098713,-212.6080686695279,1040.0,39.93883653846154,87.57122115384617,False
EK2037,2024-02-01,DXB,LHE,DXB-LHE,Boeing 787-9,296,231,0.7818,3.5,Peak,Medium Haul,Medium,143830.67,19581.01,163411.67,19271.81,7700.0,4200.0,11200.0,2100.0,3638.39,4373.09,2011.16,2585.08,26945.12,6908.23,17729.97,5008.73,1920.11,115591.7,47819.98,29.26,2,Feb,1,Thursday,2024-02,5,44471.81,12607.72,58512.16,707.4098268398269,500.3969696969697,207.01290043290044,1036.0,157.7332722007722,111.575,True
EK3256,2024-04-16,DXB,IST,DXB-IST,Boeing 787-9,296,277,0.9371,5.0,Shoulder,Medium Haul,High,190427.49,26565.31,216992.8,29727.09,11000.0,6000.0,16000.0,3000.0,4030.58,9231.3,4619.1,3251.74,31593.63,4680.21,25252.03,12786.67,3134.83,164307.19,52685.62,24.28,4,Apr,2,Tuesday,2024-04,16,65727.09,21132.72,77447.37000000001,783.3675090252707,593.166750902527,190.20079422382673,1480.0,146.61675675675676,111.01837162162163,True
EK6339,2024-09-19,DXB,DOH,DXB-DOH,Airbus A320,180,163,0.9081,1.5,Normal,Short Haul,High,51607.87,7474.24,59082.11,3782.43,1725.0,1170.0,2550.0,420.0,4349.23,3298.44,3194.3,1072.17,7324.17,3717.41,6250.82,2284.44,2345.23,43483.63,15598.48,26.4,9,Sep,3,Thursday,2024-09,38,9647.43,11914.140000000001,21922.07,362.4669325153374,266.770736196319,95.6961963190184,270.0,218.82262962962963,161.05048148148148,True
EK8878,2024-12-19,DXB,CDG,DXB-CDG,Airbus A380,517,469,0.9082,7.5,Peak,Long Haul,High,1006527.94,145531.55,1152059.49,84269.85,37500.0,15000.0,45000.0,7500.0,9116.99,11707.34,3140.85,4115.57,164469.13,8557.7,62490.67,58681.16,6010.49,517559.75,634499.73,55.08,12,Dec,4,Thursday,2024-12,51,189269.85,28080.75,300209.15,2456.4168230277187,1103.5389125799575,1352.8778891257996,3877.5,297.1139883945841,133.47769181173436,True
EK1313,2024-01-05,DXB,BLR,DXB-BLR,Boeing 787-9,296,250,0.8477,4.5,Peak,Medium Haul,Medium,193727.13,27568.05,221295.17,25802.11,9900.0,5400.0,14400.0,2700.0,4106.79,7614.84,3669.39,1831.28,38718.22,4187.12,19364.06,8950.57,3209.34,149853.72,71441.46,32.28,1,Jan,1,Friday,2024-01,1,58202.11,17222.3,74429.31,885.18068,599.41488,285.76584,1332.0,166.13751501501503,112.50279279279279,True
EK3649,2024-05-27,DXB,DOH,DXB-DOH,Airbus A320,180,151,0.8399,1.5,Normal,Short Haul,High,31102.33,3578.83,34681.16,3949.0,1725.0,1170.0,2550.0,420.0,3704.53,5209.36,3411.43,1141.19,5400.04,2409.43,6804.85,1058.99,2101.23,41055.04,-6373.88,-18.38,5,May,2,Monday,2024-05,22,9814.0,13466.51,17774.54,229.67655629139074,271.8876821192053,-42.21112582781457,270.0,128.44874074074076,152.0557037037037,False
EK3281,2024-04-02,DXB,LHR,DXB-LHR,Airbus A380,517,454,0.8799,7.0,Shoulder,Medium Haul,High,315607.84,39567.13,355174.97,89585.18,35000.0,14000.0,42000.0,7000.0,10058.71,14328.87,3514.93,3329.58,61274.53,7101.76,68849.17,13430.18,5506.75,374979.64,-19804.67,-5.58,4,Apr,2,Tuesday,2024-04,14,187585.18,31232.090000000004,156162.38999999998,782.3237224669602,825.9463436123349,-43.622621145374445,3619.0,98.14174357557336,103.6141586073501,False
EK6716,2024-09-21,DXB,JFK,DXB-JFK,Boeing 777-300ER,396,314,0.7939,14.0,Normal,Long Haul,High,474286.12,52657.95,526944.07,119024.94,49000.0,21000.0,63000.0,11200.0,11742.97,8578.57,2949.45,11090.26,89486.03,7214.76,98124.67,21949.23,4669.24,519030.14,7913.93,1.5,9,Sep,3,Saturday,2024-09,38,263224.94,34361.25,221443.93,1678.1658280254776,1652.9622292993631,25.203598726114652,5544.0,95.04763167388167,93.62015512265512,True
EK3547,2024-04-04,DXB,CDG,DXB-CDG,Boeing 777-300ER,396,355,0.8965,7.5,Shoulder,Long Haul,High,588161.88,61874.41,650036.29,62016.39,26250.0,11250.0,33750.0,6000.0,9999.72,5877.55,2175.13,3211.61,79031.22,9457.51,52842.18,19582.11,4586.56,326029.99,324006.3,49.84,4,Apr,2,Thursday,2024-04,14,139266.39,21264.010000000002,165499.58000000002,1831.0881408450705,918.3943380281689,912.6938028169013,2970.0,218.8674377104377,109.77440740740741,True
